0 0 1234.56 1000 0.0
1 1 2456.78 1001 123.45
2 2 4890.12 1002 456.78
3 0 567.89 1003 0.0
4 1 3210.45 1004 234.56
5 2 1987.65 1005 0.0
6 0 4321.09 1006 345.67
7 1 876.54 1007 0.0
8 2 2987.32 1008 123.45
9 0 1543.21 1009 0.0
10 1 3765.43 1010 456.78
11 2 234.56 1011 0.0
12 0 4890.98 1012 234.56
13 1 123.45 1013 0.0
14 2 3210.76 1014 345.67
15 0 987.65 1015 0.0
16 1 4567.89 1016 123.45
17 2 2345.67 1017 0.0
18 0 876.12 1018 456.78
19 1 3456.78 1019 0.0
20 2 1987.32 1020 234.56
21 0 4321.54 1021 0.0
22 1 567.89 1022 345.67
23 2 2987.65 1023 0.0
24 0 1543.09 1024 123.45
25 1 3765.21 1025 0.0
26 2 234.78 1026 456.78
27 0 4890.43 1027 0.0
28 1 123.67 1028 234.56
29 2 3210.98 1029 0.0
30 0 987.32 1030 345.67
31 1 4567.54 1031 0.0
32 2 2345.89 1032 123.45
33 0 876.78 1033 0.0
34 1 3456.12 1034 456.78
35 2 1987.65 1035 0.0
36 0 4321.09 1036 234.56
37 1 567.32 1037 0.0
38 2 2987.54 1038 345.67
39 0 1543.21 1039 0.0
40 1 3765.43 1040 123.45
41 2 234.56 1041 0.0
42 0 4890.98 1042 456.78
43 1 123.45 1043 0.0
44 2 3210.76 1044 234.56
45 0 987.65 1045 0.0
46 1 4567.89 1046 345.67
47 2 2345.67 1047 0.0
48 0 876.12 1048 123.45
49 1 3456.78 1049 0.0
50 2 1987.32 1050 456.78
51 0 4321.54 1051 0.0
52 1 567.89 1052 234.56
53 2 2987.65 1053 0.0
54 0 1543.09 1054 345.67
55 1 3765.21 1055 0.0
56 2 234.78 1056 123.45
57 0 4890.43 1057 0.0
58 1 123.67 1058 456.78
59 2 3210.98 1059 0.0
60 0 987.32 1060 234.56
61 1 4567.54 1061 0.0
62 2 2345.89 1062 345.67
63 0 876.78 1063 0.0
64 1 3456.12 1064 123.45
65 2 1987.65 1065 0.0
66 0 4321.09 1066 456.78
67 1 567.32 1067 0.0
68 2 2987.54 1068 234.56
69 0 1543.21 1069 0.0
70 1 3765.43 1070 345.67
71 2 234.56 1071 0.0
72 0 4890.98 1072 123.45
73 1 123.45 1073 0.0
74 2 3210.76 1074 456.78
75 0 987.65 1075 0.0
76 1 4567.89 1076 234.56
77 2 2345.67 1077 0.0
78 0 876.12 1078 345.67
79 1 3456.78 1079 0.0
80 2 1987.32 1080 123.45
81 0 4321.54 1081 0.0
82 1 567.89 1082 456.78
83 2 2987.65 1083 0.0
84 0 1543.09 1084 234.56
85 1 3765.21 1085 0.0
86 2 234.78 1086 345.67
87 0 4890.43 1087 0.0
88 1 123.67 1088 123.45
89 2 3210.98 1089 0.0
90 0 987.32 1090 456.78
91 1 4567.54 1091 0.0
92 2 2345.89 1092 234.56
93 0 876.78 1093 0.0
94 1 3456.12 1094 345.67
95 2 1987.65 1095 0.0
96 0 4321.09 1096 123.45
97 1 567.32 1097 0.0
98 2 2987.54 1098 456.78
99 0 1543.21 1099 0.0
